Item Fat Content,Item Identifier,Si No,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility, Sales ,Rating
Low Fat,FDV38,8289,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.101281, $55.10 ,4
Low Fat,FDX26,8290,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.087383304, $180.43 ,4
Low Fat,FDX50,8291,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.074265816, $109.52 ,4
Low Fat,FDY27,8292,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.031743707, $179.13 ,4
Low Fat,FDZ15,8293,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020769677, $117.58 ,4
Low Fat,FDC28,8294,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054720642, $107.83 ,4
Low Fat,FDC41,8295,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.116347087, $76.87 ,4
Low Fat,FDD53,8296,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044008347, $43.75 ,4
Low Fat,FDE16,8297,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026216144, $207.60 ,4
Low Fat,FDE29,8298,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.142436015, $62.39 ,4
Low Fat,FDF05,8299,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026740767, $261.29 ,4
Low Fat,FDF41,8300,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.130544568, $248.05 ,4
Low Fat,FDG40,8301,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039631495, $31.96 ,4
Low Fat,FDJ28,8302,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $190.92 ,4
Low Fat,FDJ53,8303,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.070912843, $121.51 ,4
Low Fat,FDK04,8304,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052058711, $55.56 ,4
Low Fat,FDK16,8305,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.114771298, $93.91 ,4
Low Fat,FDK40,8306,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021743592, $263.19 ,4
Low Fat,FDL40,8307,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.011556919, $94.74 ,4
Low Fat,FDO28,8308,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.071948252, $121.61 ,4
Low Fat,FDP04,8309,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013745883, $62.02 ,4
Low Fat,FDQ52,8310,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.118806857, $248.84 ,4
Low Fat,FDS40,8311,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013951504, $36.72 ,4
Low Fat,FDS52,8312,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.005448005, $102.10 ,4
Low Fat,FDA43,8313,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.064362554, $193.78 ,4
Low Fat,FDA44,8314,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052964982, $57.79 ,4
Low Fat,FDB21,8315,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $242.99 ,4
Low Fat,FDC45,8316,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.135075924, $170.31 ,4
Low Fat,FDD09,8317,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021392306, $182.10 ,4
Low Fat,FDE21,8318,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $115.35 ,4
Low Fat,FDF20,8319,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033059299, $196.48 ,4
Low Fat,FDH57,8320,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035574413, $131.43 ,4
Low Fat,FDI32,8321,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.173529036, $113.28 ,4
Low Fat,FDI44,8322,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099747488, $75.23 ,4
Low Fat,FDI56,8323,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092933158, $91.01 ,4
Low Fat,FDK44,8324,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.121635591, $175.47 ,4
Low Fat,FDL56,8325,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12517151, $88.92 ,4
Low Fat,FDN44,8326,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022685222, $161.59 ,4
Low Fat,FDS55,8327,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.080771137, $146.47 ,4
Low Fat,FDU55,8328,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035737373, $260.63 ,4
Low Fat,FDV08,8329,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028456456, $43.55 ,4
Low Fat,FDW56,8330,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.070556945, $191.22 ,4
Low Fat,FDX20,8331,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.042354152, $227.27 ,4
Low Fat,FDX44,8332,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.042758477, $88.42 ,4
Low Fat,FDZ19,8333,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.093002339, $177.77 ,4
Low Fat,FDZ55,8334,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02528566, $158.79 ,4
Low Fat,DRH11,8335,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.075192072, $56.06 ,4
Low Fat,DRI59,8336,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.040636926, $224.61 ,4
Low Fat,DRK35,8337,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.071498575, $37.75 ,4
Low Fat,NCD42,8338,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $37.35 ,4
Low Fat,NCK53,8339,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $100.80 ,4
Low Fat,NCL05,8340,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.047665717, $42.18 ,4
Low Fat,NCM29,8341,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.017556795, $129.96 ,4
Low Fat,NCP05,8342,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.025164132, $152.60 ,4
Low Fat,NCP53,8343,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032731074, $235.69 ,4
Low Fat,NCQ05,8344,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $152.07 ,4
Low Fat,NCR05,8345,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054366282, $199.61 ,4
Low Fat,NCR17,8346,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02426524, $114.05 ,4
Low Fat,NCR29,8347,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054376275, $56.29 ,4
Low Fat,NCR41,8348,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.017936715, $93.71 ,4
Low Fat,NCS17,8349,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.080111611, $94.64 ,4
Low Fat,NCS41,8350,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053185208, $182.96 ,4
Low Fat,NCT17,8351,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041663111, $188.62 ,4
Low Fat,NCW41,8352,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.015375557, $156.96 ,4
Low Fat,NCX05,8353,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.096592065, $117.45 ,4
Low Fat,NCB31,8354,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.118099673, $262.89 ,4
Low Fat,NCB43,8355,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099428487, $187.89 ,4
Low Fat,NCC07,8356,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.023835164, $103.40 ,4
Low Fat,NCD18,8357,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072317217, $230.27 ,4
Low Fat,NCD31,8358,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.015359722, $163.75 ,4
Low Fat,NCD54,8359,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028868467, $146.38 ,4
Low Fat,NCE31,8360,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.183948465, $33.62 ,4
Low Fat,NCF18,8361,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.088551694, $191.55 ,4
Low Fat,NCG06,8362,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02930277, $256.16 ,4
Low Fat,NCH18,8363,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044444956, $245.28 ,4
Low Fat,NCH30,8364,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066828857, $114.19 ,4
Low Fat,NCH42,8365,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.036360386, $231.60 ,4
Low Fat,NCI54,8366,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033436336, $107.39 ,4
Low Fat,NCI55,8367,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.012592289, $123.34 ,4
Low Fat,NCJ43,8368,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026938317, $174.14 ,4
Low Fat,NCK42,8369,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013056494, $215.92 ,4
Low Fat,NCM06,8370,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.075361182, $155.67 ,4
Low Fat,NCM18,8371,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.082440705, $61.32 ,4
Low Fat,NCO42,8372,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024536199, $144.61 ,4
Low Fat,NCQ06,8373,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041621987, $253.60 ,4
Low Fat,NCS38,8374,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $115.22 ,4
Low Fat,NCS54,8375,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00994477, $177.84 ,4
Low Fat,NCV06,8376,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066358426, $195.25 ,4
Low Fat,NCW18,8377,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.059037538, $237.72 ,4
Low Fat,NCW42,8378,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058185842, $220.85 ,4
Low Fat,NCX30,8379,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026491715, $247.28 ,4
Low Fat,NCY18,8380,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03100078, $177.01 ,4
Low Fat,NCY54,8381,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.176834351, $172.14 ,4
Low Fat,FDJ07,8382,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014353676, $115.52 ,4
Low Fat,FDN27,8383,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039370913, $116.98 ,4
Low Fat,FDP39,8384,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06908877, $52.33 ,4
Low Fat,NCN43,8385,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.006727008, $125.17 ,4
Low Fat,NCP50,8386,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020460284, $81.76 ,4
Low Fat,FDF33,8387,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $109.46 ,4
Low Fat,FDA46,8388,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.117065801, $196.11 ,4
Low Fat,FDB22,8389,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.110901004, $155.10 ,4
Low Fat,FDF46,8390,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.093217569, $116.78 ,4
Low Fat,FDH33,8391,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $44.14 ,4
Low Fat,FDI22,8392,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095746519, $208.66 ,4
Low Fat,FDI33,8393,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028281197, $90.21 ,4
Low Fat,FDJ22,8394,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052554508, $190.35 ,4
Low Fat,FDJ46,8395,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044606379, $174.21 ,4
Low Fat,FDK09,8396,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.091318935, $230.74 ,4
Low Fat,FDK22,8397,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.025960174, $214.89 ,4
Low Fat,FDL22,8398,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.036213953, $92.55 ,4
Low Fat,FDL34,8399,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.040747616, $140.25 ,4
Low Fat,FDL45,8400,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037505332, $126.27 ,4
Low Fat,FDM46,8401,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.159193194, $92.71 ,4
Low Fat,FDN10,8402,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.045900448, $118.91 ,4
Low Fat,FDQ09,8403,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.057850699, $113.28 ,4
Low Fat,FDQ10,8404,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033018559, $170.44 ,4
Low Fat,FDQ33,8405,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $151.67 ,4
Low Fat,FDQ57,8406,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.027812304, $147.48 ,4
Low Fat,FDR09,8407,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.077348214, $259.80 ,4
Low Fat,FDR46,8408,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.138742518, $147.48 ,4
Low Fat,FDS57,8409,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102941345, $142.05 ,4
Low Fat,FDT58,8410,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.085538477, $169.28 ,4
Low Fat,FDX58,8411,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.043551753, $184.50 ,4
Low Fat,FDY21,8412,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.172641213, $195.11 ,4
Low Fat,FDY46,8413,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04765803, $188.39 ,4
Low Fat,FDZ33,8414,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.106876976, $146.71 ,4
Low Fat,DRB01,8415,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.081841136, $190.05 ,4
Low Fat,DRB25,8416,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06912336, $106.09 ,4
Low Fat,DRD24,8417,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030645958, $141.72 ,4
Low Fat,DRE48,8418,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01724183, $197.08 ,4
Low Fat,DRF25,8419,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038736754, $37.32 ,4
Low Fat,DRG49,8420,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067128641, $242.85 ,4
Low Fat,DRJ01,8421,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.114475357, $160.92 ,4
Low Fat,DRK37,8422,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04379158, $189.05 ,4
Low Fat,DRK49,8423,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035769657, $40.91 ,4
Low Fat,FDA22,8424,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $167.52 ,4
Low Fat,FDD11,8425,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03046847, $254.70 ,4
Low Fat,FDG59,8426,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.043025208, $37.62 ,4
Regular,FDA47,8427,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.116108797, $164.12 ,4
Regular,FDB37,8428,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022829734, $241.05 ,4
Regular,FDH60,8429,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.080346058, $195.71 ,4
Regular,FDR24,8430,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.062547321, $88.38 ,4
Regular,FDV48,8431,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.051366901, $77.06 ,4
Regular,FDZ59,8432,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.103517853, $164.95 ,4
Regular,FDQ59,8433,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $84.59 ,4
Regular,FDS11,8434,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.055289464, $222.51 ,4
Regular,FDY35,8435,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.015950066, $47.74 ,4
Regular,FDM01,8436,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.094109236, $102.93 ,4
Regular,FDP49,8437,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.068754395, $54.56 ,4
Regular,FDR37,8438,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065928735, $183.03 ,4
Regular,FDA01,8439,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054114924, $58.49 ,4
Regular,FDB26,8440,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.031116081, $55.26 ,4
Regular,FDC14,8441,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041049322, $41.25 ,4
Regular,FDG14,8442,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.050256161, $150.90 ,4
Regular,FDH26,8443,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034531702, $142.25 ,4
Regular,FDL38,8444,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014661762, $89.12 ,4
Regular,FDS25,8445,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.139330557, $109.52 ,4
Regular,FDU37,8446,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10400212, $79.80 ,4
Regular,FDZ37,8447,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.019672774, $86.42 ,4
Regular,FDZ49,8448,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.132500853, $220.38 ,4
Regular,FDA26,8449,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073562475, $217.65 ,4
Regular,FDA51,8450,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.163882129, $113.25 ,4
Regular,FDB40,8451,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.007503372, $146.71 ,4
Regular,FDD52,8452,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.182407266, $109.16 ,4
Regular,FDE52,8453,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02974207, $88.95 ,4
Regular,FDJ15,8454,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.023209537, $183.36 ,4
Regular,FDK03,8455,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073562475, $254.94 ,4
Regular,FDS02,8456,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $196.48 ,4
Regular,FDT14,8457,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.127108578, $120.74 ,4
Regular,FDU26,8458,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.042412572, $119.08 ,4
Regular,FDV26,8459,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.075791641, $193.38 ,4
Regular,FDY02,8460,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.087221497, $263.99 ,4
Regular,FDY15,8461,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.170000805, $155.96 ,4
Regular,FDY26,8462,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030362777, $210.52 ,4
Regular,FDZ14,8463,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.047358246, $123.18 ,4
Regular,FDA04,8464,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066406853, $259.80 ,4
Regular,FDG17,8465,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035666655, $246.25 ,4
Regular,FDH52,8466,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.043690499, $60.22 ,4
Regular,FDI04,8467,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072559351, $199.34 ,4
Regular,FDP52,8468,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.070349402, $228.60 ,4
Regular,FDR52,8469,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.075676339, $190.48 ,4
Regular,FDS16,8470,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $145.28 ,4
Regular,FDU28,8471,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.093463546, $189.12 ,4
Regular,FDV28,8472,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.158954903, $34.96 ,4
Regular,FDW52,8473,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037340835, $163.15 ,4
Regular,FDZ16,8474,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.159081735, $193.55 ,4
Regular,FDA07,8475,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030794774, $122.91 ,4
Regular,FDF21,8476,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058542509, $188.35 ,4
Regular,FDF56,8477,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.118883724, $180.40 ,4
Regular,FDG09,8478,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.047704151, $187.26 ,4
Regular,FDN56,8479,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.106538757, $145.48 ,4
Regular,FDQ32,8480,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.046382793, $122.84 ,4
Regular,FDQ55,8481,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.012974937, $115.98 ,4
Regular,FDR44,8482,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102422487, $131.50 ,4
Regular,FDT55,8483,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.043443753, $158.19 ,4
Regular,FDT56,8484,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.115032648, $58.02 ,4
Regular,FDU20,8485,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021353642, $122.11 ,4
Regular,FDW07,8486,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.141997869, $90.55 ,4
Regular,FDW31,8487,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.042949109, $199.57 ,4
Regular,FDX56,8488,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073700837, $207.16 ,4
Regular,FDY08,8489,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.170246782, $141.58 ,4
Regular,FDY44,8490,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024286378, $194.71 ,4
Regular,FDM15,8491,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.057143515, $151.84 ,4
Regular,FDM27,8492,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.157701958, $158.79 ,4
Regular,FDO15,8493,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008525061, $72.50 ,4
Regular,FDU27,8494,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.170646494, $46.34 ,4
Regular,FDW27,8495,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.150122794, $154.53 ,4
Regular,FDX03,8496,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.060800116, $44.47 ,4
Regular,FDY03,8497,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.075753207, $111.12 ,4
Regular,FDG22,8498,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041180766, $37.92 ,4
Regular,FDG46,8499,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032750291, $112.15 ,4
Regular,FDJ21,8500,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038341654, $146.21 ,4
Regular,FDK58,8501,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044764726, $102.40 ,4
Regular,FDN34,8502,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.045542628, $170.71 ,4
Regular,FDP21,8503,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.025616191, $188.19 ,4
Regular,FDR22,8504,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.018472714, $109.95 ,4
Regular,FDS09,8505,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.080695806, $51.30 ,4
Regular,FDS34,8506,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.076387367, $112.15 ,4
Regular,FDU09,8507,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06627464, $54.20 ,4
Regular,FDU33,8508,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.134057426, $45.34 ,4
Regular,FDU57,8509,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.089120516, $149.87 ,4
Regular,FDU58,8510,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028871235, $188.79 ,4
Regular,FDX46,8511,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.057835325, $57.56 ,4
Regular,FDX57,8512,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.047037323, $96.41 ,4
